Class	Adduct	Ion mode	IsSelected
ACar	[M]+	Positive	TRUE
LPC	[M+H]+	Positive	TRUE
LPC	[M+Na]+	Positive	TRUE
LPE	[M+H]+	Positive	TRUE
PC	[M+H]+	Positive	TRUE
PC	[M+Na]+	Positive	TRUE
PE	[M+H]+	Positive	TRUE
PE	[M+Na]+	Positive	TRUE
PI	[M+NH4]+	Positive	TRUE
PI	[M+Na]+	Positive	TRUE
PS	[M+H]+	Positive	TRUE
PS	[M+Na]+	Positive	TRUE
PG	[M+NH4]+	Positive	TRUE
BMP	[M+NH4]+	Positive	TRUE
HBMP	[M+NH4]+	Positive	FALSE
CL	[M+NH4]+	Positive	FALSE
EtherLPC	[M+H]+	Positive	TRUE
